Common Name,Faculty,Number,Course Title,Schedule,Lecture Hours,Lab Hours,Weight,Description,Prerequisites,Corequisites,Restrictions,Equates,Departments,Offerings,External Course Codes

POLS*3230,POLS,3230,Modern Political Thought,W,3,0,0.50,"This course explores the impact of modern science and technology, and its impact on the western tradition of justice from the seventeenth century to the twentieth century. It will explore this theme in writers such as Thomas Hobbes, Jonathan Swift, J-J Rousseau, Edmund Burke, Friedrich Nietzsche and George Grant. The exact selection of thinkers will vary from year to year and students are advised to check the course outline. ",POLS*2000 or POLS*3280,,POLS*3021,,Department of Political Science,,

POLS*3250,POLS,3250,Public Policy: Challenges and Prospects,F,3,0,0.50,"This course covers the dominant theories that explain the origins and character of public policy in Canada, and other countries. The focus will be on both governmental and nongovernmental actors. ",POLS*2230 or POLS*2250,,,,Department of Political Science,,

POLS*3270,POLS,3270,Local Government in Ontario,U,3,0,0.50,"Municipal governments are major spenders of public funds in Canada, and are also the level of government closest to the people. In this course, students will examine the major problems confronting urban government in Ontario. ",7.50 credits,,,,Department of Political Science,,

POLS*3300,POLS,3300,Governing Criminal Justice,U,3,0,0.50,"The course provides an overview of the policy process and outcomes of the Canadian criminal justice system. Particular emphasis is placed on examining, using various public policy and public management perspectives, the practices and interactions of governmental agencies within the system, such as police agencies and boards, departments of Justice, Solicitor-General, corrections and parole agencies, courts and the legal profession. ","1 of POLS*2350, POLS*2250, POLS*2300",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,Also offered through Distance Education format.,

POLS*3320,POLS,3320,Politics of Aid & Development,F,3,0,0.50,"This course examines the motivations and mechanisms by which industrialized states have designed and implemented foreign aid programs and policy, primarily since the end of the Second World War. Particular emphasis will be placed on the role of multilateral, bilateral and nongovernmental organizations in the delivery of development assistance and humanitarian relief. ",IDEV*2000 or POLS*2080,,,,Department of Political Science,,

POLS*3370,POLS,3370,Environmental Politics and Governance,"S,F",3,0,0.50,"This course examines environmental politics and governance in Canada as well as in comparative and international contexts. This is accomplished by surveying how various political, legal, administrative, and private-public actors and processes influence the development and implementation of environmental policy. ",7.50 credits,,,,Department of Political Science,Also offered through Distance Education format.,

POLS*3410,POLS,3410,U.S. Politics and Government,U,3,0,0.50,This course involves a treatment of the basic principles and institutions of national government and politics in the United States as well as the making and execution of public policy at the national and state levels. ,POLS*2100 or POLS*2300,,,,Department of Political Science,,

POLS*3440,POLS,3440,"Corruption, Scandal and Political Ethics",U,3,0,0.50,"This course will introduce students to the phenomenon of political corruption and the study of its incidence. Attention will be paid to historical examples, contemporary scandals, and analytical articles, dealing with the nature, causes and effects, and proposed cures of political corruption, and the ethical dilemmas inherent in political life. ",5.00 credits,,,,Department of Political Science,Also offered through Distance Education format.,

POLS*3450,POLS,3450,European Governments and Politics,F,3,0,0.50,"Europe has forged a new form of political organization, the European Union, in addition to its variety of national democratic forms. This course offers a comparative examination of selected national governments, as well as an exploration of this new supra-national organization. ","4.00 credits including 1 of EURO*1050, POLS*2100, POLS*2200",,,,Department of Political Science,,

POLS*3470,POLS,3470,Business-Government Relations in Canada,U,3,0,0.50,"The public and private sectors in Canada have become more and more interrelated in recent years as evidenced by tax and expenditure policies, the role of regulation and public enterprise, and the increasing emphasis on consultation and co-ordination. This course examines the evolving relationship between governments and the private sector in Canada, including business (both large and small), organized labour, specific sectors such as agriculture and consumer affairs and voluntary organizations. ",POLS*1400 or POLS*2250,,,,Department of Political Science,,

POLS*3490,POLS,3490,Conflict and Conflict Resolution,F,3,0,0.50,"This course will examine the growing body of literature which considers violent conflict and its management. Materials are organized to reflect the trajectory of many contemporary conflicts: from explanations for violence, to identifying conditions and means to resolve conflict and, finally, to post-conflict governance. ","1 of POLS*1500, POLS*2100, POLS*2200",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*3650,POLS,3650,Quantitative Methods of Data Analysis,W,3,0,0.50,"This course examines quantitative research methods of data analysis used in political science. Students learn how to apply basic descriptive and inferential statistical procedures to research political problems and test hypotheses. In lab, students will acquire the skills to perform data analysis ","1 of POLS*2650, POLS*3180, SOAN*2120",,"Registration in Criminal Justice & Public Policy or Political Science (major, minor or area of concentration) or International",,Department of Political Science,,

POLS*3670,POLS,3670,Comparative Public Policy ,F,3,0,0.50,"This course examines the political factors that shape the policymaking process. Using the major theoretical perspectives, the course compares public policies in different countries. Empirically, the focus is on a variety of pressing issues that societies currently face. ","1 of POLS*2080, POLS*2100, POLS*2230",,,,Department of Political Science,,

POLS*3710,POLS,3710,Politics and Sexuality,U,3,0,0.50,Sexuality is treated as a subject for political theory from a number of critical and interdisciplinary perspectives. The course examines the relationship between sexuality and politics by analyzing the dynamics of power in the context of sexuality. ,POLS*2000 or PHIL*2060,,,,Department of Political Science,,

POLS*3790,POLS,3790,International Political Economy,W,3,0,0.50,"This course examines major features of the contemporary international political economy, treating major theories and concepts within this approach to international relations (hegemony, globalization, interdependence, world systems theory, etc.) and focusing on the operation of key international institutions and regimes (i.e. communications, trade and transport policy). ","1 of IDEV*2000, IDEV*2010, IDEV*2500, POLS*2080, POLS*2100, POLS*2200",,,,Department of Political Science,,

POLS*3850,POLS,3850,Experiential Learning in Political Science,U,3,0,0.50,"This course allows students to reflect upon their involvement in some form of politically related activity, including simulations, volunteer programs, or internship work with government or non-government organizations. The student must find a faculty member from the Department of Political Science willing to act as a supervisor for the course. See the Political Science website for the learning contract and other requirements that must be completed in advance of registering for this course. ","Minimum of 10.00 credits, 2.00 of which must be in Political Science.",,Approval of the experience and evaluation criteria by the Undergraduate Committee of the Department of Political Science. Instructor consent required.,,Department of Political Science,,

POLS*3890,POLS,3890,Government and Politics of India,W,3,0,0.50,"The course is designed to provide a survey of the history, society, culture, politics, government, bureaucracy and foreign relations of India. ","1 of POLS*2080, POLS*2100, POLS*2200",,,,Department of Political Science,,

POLS*3920,POLS,3920,Politics of China,F,3,0,0.50,"This course is a detailed study of the political history of modern China and its current politics. The main objective is to assess the extent to which the Chinese Communist Party has fulfilled its mandate, which is to build a sovereign and united China as well as to modernize the country within a socialist framework. ","1 of POLS*2080, POLS*2100, POLS*2200",,,,Department of Political Science,,

POLS*3960,POLS,3960,Selected Topics in Political Science,"S,F,W",3,0,0.50,"Readings and research in selected areas of the discipline not covered by regular course offerings. Students present a proposal and seek approval from a member of the department in the semester previous to enrolment in this course. The method of course presentation, emphasis, and evaluation are at the discretion of the instructor. ",1.50 credits at the 3000 level in Political Science or equivalent,,Instructor consent required.,,Department of Political Science,,

POLS*4030,POLS,4030,Contemporary Political Theory,U,3,0,0.50,This course provides an analysis of selected theories and political issues discussed by prominent 20th-Century thinkers. These contemporary works will be examined as part of the long tradition of political discourse dating back to the classical period. ,POLS*2000 and at least 1.00 credits at the 3000 level in the Political Thought stream.,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4050,POLS,4050,Advanced Topics in Law and Politics,U,3,0,1.00,This course explores advanced topics in law and politics depending on the interests of the instructor. Potential topics include investigating the law and politics of social change or analyzing debates about the political power of courts in Canada or in comparative perspectives. ,"POLS*3130, (0.50 credits at the 3000-level in the Law, Policy and Governance stream or the Comparative Politics stream).",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4060,POLS,4060,Advanced Topics Lecture in Law and Politics,"F,W",3,0,0.50,"This advanced lecture course explores topics in law and politics. Specific topics vary depending on the interests of the instructor. Potential topics include the relationship between law and social change, human rights, the relationship between law and power, judicial decision-making, and the relationship between law, class, gender, race, and sexuality. ","1 of POLS*2350, POLS*3130, POLS*3140, POLS*3300",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4070,POLS,4070,Courts and Parliament,"F,W",3,0,1.00,"The course critically examines the complex relationship between the judiciary and representative institutions. By comparing the treatment of current political controversies (assisted suicide, prostitution, drug treatment), students will better appreciate the often-subtle exchanges between the two institutions and further enhance their research abilities in regards to both legal and legislative processes. ","1 of POLS*2350, POLS*3130, POLS*3300",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4100,POLS,4100,"Women, Justice and Public Policy",U,3,0,1.00,"This course will use gender-based analysis in examining a series of justice and public policy issues affecting the lives of women, including equality rights, pay and employment equity, domestic violence, sexual assault, family policy, health care policy, and pornography. How do current policies that developed out of neoliberalism influence the lives of women in different ways than men? How can/should they be changed to recognize the different life experiences of women as distinguished from men? The primary focus of the topics covered in this course will be Canadian, although the experiences in other countries will be covered, particularly as it relates to ""best practices,"" where appropriate. ","2 of POLS*2250, POLS*2300, POLS*3250 and 1.00 credits in the Public Policy, Governance and Law or Canadian Politics.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4140,POLS,4140,Conceptions of Canada,W,3,0,1.00,"This course will explore evolving conceptions of Canadian identity and nationalism through consideration of political culture, institutions and constitutional arrangements. Possible topics include: multiculturalism, Aboriginal identity and community, Quebec nationalism, social citizenship, rights and representation, as well as Canada’s global role and significance. ",POLS*2300 and 1.00 credits at the 3000 level in the Canadian Politics stream.,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4150,POLS,4150,Advanced Lecture in Conceptions of Canada,W,3,0,0.50,"This advanced lecture course will explore evolving conceptions of Canadian identity and nationalism through a consideration of political culture, institutions, and constitutional arrangements. Possible topics include: multiculturalism, Aboriginal identity and community, Quebec nationalism, social citizenship, rights and representation, as well as Canada's global role and significance. ","POLS*2300, (2 of HIST*3160, POLS*3050, POLS*3210, POLS*3270, POLS*3470)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4160,POLS,4160,Multi-Level Governance in Canada,U,3,0,1.00,"This course considers the evolving relationship among levels of government in Canada. The growth of cities, the growth of policy responsibilities of provinces, the influence of international organizations, and the development of First Nations government in Canada all challenge the conventional study of federal-provincial relations in Canada. From year to year, this course examines one or several of these contemporary dynamics. ",POLS*2300 and 1.00 credits at the 3000 level in the Canadian Politics stream.,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4200,POLS,4200,International Political Economy,U,3,0,1.00,"The course relies on theoretical approaches in IPE to examine relationships between politics and economics across national and regional levels. The evolution of the global political economy and its governance structures is explored, as well as contemporary debates about globalization and state and non-state actors’ responses. Issue-areas may include: money and power, technology, trade, development and the environment. ","(1 of POLS*2080, POLS*2100, POLS*2200); and at least 1.00 credits at the 3000 level in the International Relations and Global Studies stream.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4250,POLS,4250,Topics in Public Management,W,3,0,1.00,"This course will examine various topics related to governance, such as public management reform, public sector leadership, third sector organizations or budgeting and human resources. ","POLS*2250 and 1.00 credits at the 3000 level in the Public Policy, Governance and Law stream or the Canadian Politics stream.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4260,POLS,4260,Topics in Public Policy,U,3,0,1.00,This course will examine various public policy issues such as social policy or health care policy in a Canadian or comparative context. ,"(2 of POLS*2250, POLS*2300, POLS*3250), 1.00 credits in the Public Policy, Governance and Law stream or the Canadian Politics stream.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4270,POLS,4270,Advanced Lecture in Public Management,F,3,0,0.50,"This advanced lecture course examines various topics related to governance, such as public management reform, public sector leadership, third sector organizations, or budgeting and human resources. ","POLS*2250, (2 of HIST*3160, POLS*3050, POLS*3130, POLS*3210, POLS*3250, POLS*3270, POLS*3300, POLS*3370, POLS*3440, POLS*3470, POLS*3670)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4280,POLS,4280,Advanced Lecture in Public Policy,W,3,0,0.50,"The advanced lecture course will examine various public policy issues, such as social policy, health care policy, evnironmental policy, or economic policy in a Canadian or comparative context. ","(2 of POLS*2250, POLS*2300, POLS*3250), (2 of HIST*3160, POLS*3050, POLS*3130, POLS*3210, POLS*3270, POLS*3300, POLS*3370, POLS*3440, POLS*3470, POLS*3670)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4300,POLS,4300,"Human Rights, Ethics, and Development",W,3,0,1.00,"This course will examine the political and ethical consequences of adopting a human rights framework in national and international contexts by both state and non-state actors. This subject will be explored from a range of historical, theoretical and practical perspectives. ","(1 of POLS*2080, POLS*2100, POLS*2200), 1.00 credits at the 3000 level in Political Science.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4310,POLS,4310,"Advanced Lecture in Women, Justice and Public Policy","F,W",3,0,0.50,"This advanced lecture course will use gender-based analysis in examining a series of justice and public policy issues affecting the lives of women, including equality rights, pay and employment equity, domestic violence, sexual assault, family policy, health care policy and pornography. The primary focus of the topics covered in the course will be Canadian, although the experiences of women in other countries will be covered, particularly as it relates to ""best practices"" where appropriate. ","(2 of POLS*2250, POLS*2300, POLS*2350, POLS*3250), (2 of HIST*3160, POLS*3050, POLS*3130, POLS*3210, POLS*3270,POLS*3300, POLS*3370, POLS*3440, POLS*3470, POLS*3670)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4320,POLS,4320,"Advanced Lecture on Human Rights, Ethics and Development",F,3,0,0.50,"This advanced lecture course examines the political and ethical consequences of adopting a human rights framework in national and international contexts by both state and non-state actors. This subject will be explored from a range of historical, theoretical and practical perspectives. ","(1 of POLS*2080, POLS*2100, POLS*2200), 1.00 credits at the 3000 level in Political Science.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4340,POLS,4340,"Nationalism, State-building and Identity",U,3,0,1.00,The course examines the role of nationalism in contemporary politics. Nationalism as such is understood as a major political force in state-building. Its impact on both global and national politics is assessed in relation to other forms of identity-based politics. ,"(1 of POLS*2000, POLS*2100, POLS*2200), (0.50 credits at the 3000 level in the Comparative Politics stream or 0.50 credits at the 3000 level in the International",,,,Department of Political Science,,

POLS*4710,POLS,4710,Topics in Comparative Politics,U,3,0,1.00,This course considers theories and problems in comparative politics and government in developing and industrialized countries. The geographical and theoretical focus of the course will reflect the interests of the instructor. ,(POLS*2080 or POLS*2100) and 1.00 credits at the 3000 level in the Comparative Politics stream.,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4720,POLS,4720,Topics in International Relations,U,3,0,1.00,This course considers theories and problems in the field of International Relations. The theoretical and/or geographical focus of the course will reflect the interests of the instructor. ,POLS*2200 and 1.00 credits at the 3000 level in the International Relations and Global Studies stream.,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4730,POLS,4730,International Relations of the Middle East,W,3,0,1.00,"This course is designed as an advanced introduction to the international relations of the Middle East. The course focuses on theories of international relations and their applicability to specific case studies of Middle Eastern politics. The course provides a critical examination of conflicts in the region, and contextualizes those conflicts within both realist and neo-realist theories of international relations. The course also provides a critical examination of the Arab-Israeli crisis, with a focus on peace negotiations. The course is offered as a seminar, with a heavy emphasis on class participation. Students participate in a simulation of an Arab-Israeli peace negotiation. ","POLS*2200, (1.00 credit at the 3000 level in the Comparative Politics and/or International Relations and Global Studies streams)",,POLS*4910,,Department of Political Science,,

POLS*4740,POLS,4740,Advanced Topics in Rights and Liberties,F,3,0,1.00,"The course explores rights and liberties from various perspectives depending on the interests of the instructor. Potential topics include exploring the political, social, and legal factors and theories that explain the development of rights and liberties; rights and liberties in a comparative and international context; or the philosophical and policy debates surrounding rights and liberties. ","(POLS*3130 or POLS*3210) and at least 1.00 credits at the 3000 level in the Public Policy, Governance and Law stream.",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4760,POLS,4760,Advanced Lecture in Comparative Politics,W,3,0,0.50,This advanced lecture course examines theories and problems in comparative politics and government ind developing and industrialized countries. The geographical and theoretical focus of the course will vary depending on the interests of the instructor. ,"(POLS*2080 or POLS*2100), (2 of POLS*3000, POLS*3060, POLS*3080, POLS*3160, POLS*3320, POLS*3410, POLS*3440, POLS*3450, POLS*3670, POLS*3890, POLS*3920)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4770,POLS,4770,Advanced Lecture in International Relations,F,3,0,0.50,This advanced lecture course considers theories and problems in the field of International Relations. The theoretical and/or geographical focus will reflect the interests of the instructor. ,"POLS*2200, (2 of POLS*3160, POLS*3320, POLS*3490, POLS*3790)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4780,POLS,4780,Advanced Lecture in Rights and Liberties,"F,W",3,0,0.50,"This lecture course explores rights and liberties from various perspectives depending on the interests of the instructor. Potential topics include exploring the political, social, and legal factors and theories that explain the development of rights and liberties; rights and liberties in a comparative and international context; or the philosophical and policy debates surrounding rights and liberties. ","POLS*2350, (1 of POLS*3130, POLS*3210, POLS*3300, POLS*3140)",,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,,Department of Political Science,,

POLS*4900,POLS,4900,Special Topics Seminar in Political Science,"S,F,W",3,0,1.00,This seminar-based course explores a current issue in Political Science. Topics will vary from year to year and will reflect the research and teaching interests of the faculty member directing the course. Information on the topic of the current offering can be found on the departmental website. ,"14.00 credits, including 1.00 credits in Political Science at the 3000 level.",,,,Department of Political Science,,

POLS*4910,POLS,4910,Selected Topics in Political Science II,"S,F,W",3,0,0.50,"This course provides for independent reading and research in selected areas of the discipline not covered by regular course offerings. Prior to enrollment in the course, approval must be obtained from a member of the department willing to supervise the research. Students should approach potential supervisors with a proposal for readings and research, which may include reflection and expansion on a subject matter addressed in previous course assignments. ",1.50 credits at the 3000 level in Political Science or equivalent,,Instructor consent required.,,Department of Political Science,,

POLS*4930,POLS,4930,Selected Topics in Political Science,"S,F,W",3,0,1.00,"This course provides for independent reading and research in selected areas of the discipline not covered by regular course offerings. Prior to enrollment in the course, approval must be obtained from a member of the department willing to supervise the research. Students should approach potential supervisors with a proposal for readings and research, which may include reflection and expansion on a subject matter addressed in previous course assignments. ",1.50 credits at the 3000 level in Political Science or equivalent,,Instructor consent required.,,Department of Political Science,,

POLS*4970,POLS,4970,Honours Political Science Research I,"S,F,W",3,0,0.50,This is Part I of the Honours Essay. Students complete the necessary reading and research for their Honours Essay under the supervision of a department advisor. A research proposal is expected by the end of the semester. Political science majors who wish to pursue an honours thesis must register in this course in their 7th semester. Student selection of an approved subject area and instructor must be completed in the semester previous to enrolment in this course. ,70% average in all POLS courses. Recommendation: Students with less than a 75% average are advised not to take this course.,,Instructor consent required.,,Department of Political Science,,

POLS*4980,POLS,4980,Honours Political Science Research II,"S,F,W",3,0,0.50,This is Part II of the Honours Essay. Students organize and write their essays under the supervision of their advisor. Major honours political science students must register in this course in their 8th semester. ,POLS*4970,,Instructor consent required.,,Department of Political Science,,

POPM*3240,POPM,3240,Epidemiology,"F,W",3,0,0.50,"The course examines the basic concepts of health and disease in populations. Methods used in descriptive and analytic epidemiological studies, including the design, analysis and interpretation of results for observational studies and field trials are presented. ","(BIOL*1080 or BIOL*1090), STAT*2040",,This is a Priority Access Course. Some restrictions may apply during some time periods. Please see the Department of Population Medicine website for more information.,,Department of Population Medicine,Also offered through Distance Education format.,

POPM*4040,POPM,4040,Epidemiology of Food-borne Diseases,F,3,0,0.50,"This course examines the epidemiology and prevention of food-borne infections and intoxications, including those of both microbiological and chemical origin. Drawing on outbreak investigations, surveys, risk assessments, government surveillance systems and basic research, the biological, ecological, socio-economic and public health context of these diseases will be discussed. ","1 of FOOD*3230, POPM*3240",,FOOD*4210.,,Department of Population Medicine,,

POPM*4230,POPM,4230,Animal Health,F,3,0,0.50,"This course examines the causes and effects of important diseases of food animals in Canada, with a focus on dairy cattle. Elements of physiology, epidemiology, microbiology, nutrition, and production management are integrated into a health management approach emphasizing disease prevention. The course is directed at senior undergraduate students with interest in and knowledge of, food animal production agriculture. ",ANSC*2340 or ANSC*3080,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. See the departmental,,Department of Population Medicine,Offered in-class in even-numbered years. Offered Distance Education format in odd-numbered years.,

PORT*1100,PORT,1100,Introductory Portuguese (Brazilian Culture),F,3,0,0.50,This course provides the basics of spoken and written Portuguese for students with no previous studies in the language. The learning context will be present-day Brazilian culture. ,,,,,School of Languages and Literatures,,

PORT*1110,PORT,1110,Intermediate Portuguese (Brazilian Culture),W,3,0,0.50,This course is a continuation of Introductory Portuguese with emphasis on oral work. The learning context will be present-day Brazilian culture. ,PORT*1100,,Instructor consent required.,,School of Languages and Literatures,,

PSYC*1000,PSYC,1000,Introduction to Psychology,"S,F,W",3,0,0.50,"This is an introduction to the content and methods of psychology. It will cover the major areas such as neuroscience, sensation and perception, learning, cognition, motivation, human development, personality, psychopathology and its treatment, and social psychology. ",,,This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,Also offered through Distance Education format.,

PSYC*1010,PSYC,1010,Making Sense of Data in Psychological Research,"F,W",3,0,0.50,"This course introduces research designs and quantitative approaches used in psychological science, with an emphasis on conceptual understanding. Specific topics include distributions, meta-analysis, confidence intervals and p-values, effect size, and regression, as well as the differences between descriptive, correlational, and experimental research designs. ",PSYC*1000,,"STAT*2040, STAT*2060, STAT*2080, STAT*2120 This is a Priority Access Course. Some restrictions may apply during some time periods.",,Department of Psychology,,

PSYC*1500,PSYC,1500,Foundational Skills for Psychology,"F,W",3,0,0.50,"This course is designed to help Psychology majors to optimize their learning in the Psychology program. The primary focus is on individual skill development with respect to academic learning, written and oral communication, career planning, and working in groups. Specific topics will vary by instructor. ",,"1 of PSYC*1000, PSYC*1100, PSYC*1200","Restricted to Psychology majors BAH, BAH:C, BSC.PBC, and Psychology Area of Concentration",,Department of Psychology,,

PSYC*2020,PSYC,2020,Abnormal Psychology,W,3,0,0.50,"This course is an introduction to abnormal psychology including a multidimensional conceptualization of mental health, assessment, diagnosis, and treatment. Common psychological disorders will be explored with respect to etiology, assessment, current diagnosis and classification, as well as treatment. Emphasis will be given to broad empirical research and to the experiences of individuals with these disorders. ",PSYC*1000,,"PSYC*3390, This is a Priority Access Course. Some restrictions may apply during some time periods.",,Department of Psychology,,

PSYC*2070,PSYC,2070,"Teams, Leadership, and Professional Behaviour","F,W",3,0,0.50,"The course will focus on the theory and practical application of Organizational Psychology with regard to leadership, teams, and professional behaviour. The course will provide students with opportunities to assess their leadership and teamwork skills, as well as active learning activities to practice these skills. Key topics will include work motivation, time management, personal organizational skills, goal setting, conflict management, social influence and stress management. ",PSYC*1500 or 4.00 credits in Psychology,,"PSYC*3080, Restricted to Psychology majors BAH, BAH:C, BSC.PBC, and Psychology Area of Concentration",,Department of Psychology,,

PSYC*2310,PSYC,2310,Social Psychology,"S,F,W",3,0,0.50,"This course introduces students to the field of social psychology. Major topics introduced will include: social influence, social cognition, attitude, stereotype and prejudice, the self, attraction and interpersonal relationships, group processes and intergroup relations. The course also aims for students to use the knowledge acquired to think critically about how their actions and those of others are influenced by social forces. In addition, the course aims to introduce students to the role of culture in shaping thoughts and behaviour and to provide them an opportunity to appreciate diverse perspectives. ","1 of PSYC*1000, PSYC*1100, PSYC*1200",,,,Department of Psychology,Also offered through Distance Education format.,

PSYC*2330,PSYC,2330,Principles of Learning,F,3,0,0.50,"This course provides a detailed description of principles and concepts of learning and motivation, as well as an introduction to their underlying neurobiological mechanisms. Through the examination of empirical evidence in the fields of Psychology and Behavioural Neuroscience, this course offers a comprehensive description of the role of conditioning in normal and abnormal behaviours. ",PSYC*1000,,This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,,

PSYC*2360,PSYC,2360,Psychological Methods and Statistics,"F,W",3,0,0.50,"This course builds on students’ understanding of basic psychological research methods and statistics, with an emphasis on designing, interpreting, and communicating research. Topics covered throughout the term may include: research ethics, the scientific method, qualitative and quantitative measures, reliability and validity, complex research designs using multiple predictor or independent variables, and the reading and writing of psychological journal articles. ","(1 of PSYC*1000, PSYC*1100, PSYC*1200), (1 of PSYC*1010, PSYC*2010, STAT*2040)",,,,Department of Psychology,Also offered through Distance Education format.,

PSYC*2390,PSYC,2390,Sensation and Perception,W,3,0,0.50,"The course objective is to consider the processes of sensory inputs and perception. Approaches ranging from psychophysiology and cognitive psychology to physiology and anatomy will be used. In considering the psychology of sensation and perception, some of the anatomical and physiological aspects of selected senses will be covered in detail and the roles of experience, organization of inputs, and theories of perception are discussed. Topics to be emphasized will vary with the instructor, but may include ontogenetic development, learning, and modification of inputs and their perception. Students will participate in on-line laboratory demonstrations and experiments. (C) ","1 of PSYC*1000, PSYC*1100, PSYC*1200",,This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,Also offered through Distance Education format.,

PSYC*2410,PSYC,2410,Behavioural Neuroscience I,F,3,0,0.50,This course is a general introduction to the structure and function of the nervous system. The physiological basis of sensory (input) systems and the motor (output) system are examined as are central physiological bases of processes such as learning and memory. ,"1 of PSYC*1000, PSYC*1100, PSYC*1200",,This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,Also offered through Distance Education format.,

PSYC*2450,PSYC,2450,Developmental Psychology,F,3,0,0.50,"This course is an introduction to and an analysis of the major theories of developmental psychology. Emphasis will be placed on the processes of development in the child including physical growth, perception, cognition, personality and interactions with the social environment. The application of developmental psychology to educational and social issues will be discussed. ","1 of PSYC*1000, PSYC*1100, PSYC*1200",,FRHD*2270. This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,Also offered through Distance Education format.,

PSYC*2650,PSYC,2650,Cognitive Psychology,W,3,0,0.50,"This course is an introduction to cognitive processes, including topics in the areas of attention, memory, language and reasoning. Students will be exposed to and participate in on-line laboratory demonstrations and experiments. ","1 of PSYC*1000, PSYC*1100, PSYC*1200",,This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,Also offered through Distance Education format.,

PSYC*2740,PSYC,2740,Personality,W,3,0,0.50,"This course is a review of the theory, assessment procedures and research findings pertinent to major personality constructs. Personality research, methodology and design will also be covered. ","1 of PSYC*1000, PSYC*1100, PSYC*1200",,This is a Priority Access Course. Some restrictions may apply during some time periods.,,Department of Psychology,Also offered through Distance Education format.,

